book_id,work_id,title,original_title,authors,author_ids,publisher,publication_year,original_publication_year,language_code,isbn,isbn13,format,num_pages,estimated_word_count,word_count_source,average_rating,ratings_count,text_reviews_count,work_ratings_count,work_text_reviews_count,rating_5_count,rating_4_count,rating_3_count,rating_2_count,rating_1_count,rating_total_count,genres,top_shelves,description,url,image_url
10032672,14928278,The Language of Flowers,The Language of Flowers,Vanessa Diffenbaugh,4537214,Ballantine Books,2011,2011,eng,034552554X,9780345525543,Hardcover,323,88825,estimated_from_pages_275_words_per_page,4.07,140184,15145,159810,17465,55010,69398,28430,5504,1468,159810,fiction; romance; young_adult; children; history_biography,to-read:2253; currently-reading:466; books-i-own:224; fiction:176; book-club:143; audio:126; favorites:119; book-group:118; general-fiction:100; adoption:92; literary-fiction:87; foster-children:75; owned-books:73; to-buy:72; novel:69; favourites:66; drama:63; audio-book:63; audio-books:62; foster-care:55,"A mesmerizing, moving, and elegantly written debut novel, The Language of Flowers beautifully weaves past and present, creating a vivid portrait of an unforgettable woman whose gift for flowers helps her change the lives of others even as she struggles to overcome her own troubled past. The Victorian language of flowers was used to convey romantic expressions: honeysuckle for devotion, asters for patience, and red roses for love. But for Victoria Jones, it's been more useful in communicating grief, mistrust, and solitude. After a childhood spent in the foster-care system, she is unable to get close to anybody, and her only connection to the world is through flowers and their meanings. Now eighteen and emancipated from the system, Victoria has nowhere to go and sleeps in a public park, where she plants a small garden of her own. Soon a local florist discovers her talents, and Victoria realizes she has a gift for helping others through the flowers she chooses for them. But a mysterious vendor at the flower market has her questioning what's been missing in her life, and when she's forced to confront a painful secret from her past, she must decide whether it's worth risking everything for a second chance at happiness.",https://www.goodreads.com/book/show/10032672-the-language-of-flowers,https://images.gr-assets.com/books/1333577674m/10032672.jpg
10033,973089,Being and Nothingness,L'être et le néant,Jean-Paul Sartre; Hazel E. Barnes; Mary Warnock; Richard Eyre,1466; 5789230; 151884; 27287,Routledge,2003,1943,en-GB,0415278481,9780415278485,,688,189200,estimated_from_pages_275_words_per_page,3.94,19917,225,21168,313,7311,7641,4501,1167,548,21168,fiction; history_biography; classics; nonfiction,to-read:51511; philosophy:1722; currently-reading:991; non-fiction:285; existentialism:128; classics:114; favorites:105; nonfiction:96; french:91; to-buy:61; owned:61; psychology:42; books-i-own:39; default:30; theory:26; french-literature:24; unfinished:24; wish-list:22; philosophy-religion:22; to-read-philosophy:21,"Being & Nothingness is without doubt one of the most significant philosophical books of the 20th century. The central work by one of the century's most influential thinkers, it altered the course of western philosophy. Its revolutionary approach challenged all previous assumptions about the individual's relationship with the world. Known as 'the Bible of existentialism', its impact on culture & literature was immediate & was felt worldwide, from the absurdist drama of Samuel Beckett to the soul-searching cries of the Beat poets. Being & Nothingness is one of those rare books whose influence has affected the mindset of subsequent generations. Seventy years after its 1st publication, its message remains as potent as ever--challenging readers to confront the fundamental dilemmas of human freedom, choice, responsibility & action.",https://www.goodreads.com/book/show/10033.Being_and_Nothingness,https://images.gr-assets.com/books/1329978583m/10033.jpg
100365,2190500,The Mote in God's Eye,The Mote in God's Eye,Larry Niven; Jerry Pournelle,12534; 39099,Spectrum Literary Agency,2011,1974,eng,156865054X,9781568650548,ebook,596,163900,estimated_from_pages_275_words_per_page,4.06,48166,980,52104,1347,19086,20244,10289,1960,525,52104,fiction; fantasy; science_fiction; mystery_thriller_crime; classics; nonfiction,to-read:21745; science-fiction:1619; sci-fi:1089; currently-reading:513; fiction:408; scifi:350; favorites:209; sf:186; owned:145; sci-fi-fantasy:110; default:96; space-opera:77; audiobook:65; audible:62; aliens:60; scifi-fantasy:55; fantasy:48; science:44; science-fiction-fantasy:41; space:38,"In 3016, the 2nd Empire of Man spans hundreds of star systems, thanks to faster-than-light Alderson Drive. Intelligent beings are finally found from the Mote, an isolated star in a thick dust cloud. The bottled-up ancient civilization, at least one million years old, are welcoming, kind, yet evasive, with a dark problem they have not solved in over a million years.",https://www.goodreads.com/book/show/100365.The_Mote_in_God_s_Eye,https://images.gr-assets.com/books/1399490037m/100365.jpg
10037,1006752,No Exit and Three Other Plays,No Exit and Three Other Plays,Jean-Paul Sartre; Stuart Gilbert; Lionel Abel,1466; 5744; 437419,Vintage,1989,1947,eng,0679725164,9780679725169,Paperback,275,75625,estimated_from_pages_275_words_per_page,4.09,21850,517,22470,572,8421,8748,4311,798,192,22470,fiction; fantasy; poetry; classics; nonfiction,to-read:11940; plays:662; philosophy:419; drama:328; fiction:281; currently-reading:259; classics:220; favorites:178; french:117; theatre:108; existentialism:101; literature:88; owned:88; play:75; books-i-own:56; theater:55; french-literature:42; school:38; classic:36; france:31,"In these four plays, Jean-Paul Sartre, the great existentialist novelist and philosopher, displays his mastery of drama. NO EXIT is an unforgettable portrayal of hell. THE FLIES is a modern reworking of the Electra-Orestes story. DIRTY HANDS is about a young intellectual torn between theory and praxis. THE RESPECTFUL PROSTITUTE is an attack on American racism.",https://www.goodreads.com/book/show/10037.No_Exit_and_Three_Other_Plays,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1003761,989251,"Beauty Pop, Vol. 1 (Beauty Pop, #1)",ビューティーポップ 1 [Byūtī poppu 1],Kiyoko Arai,189344,VIZ Media LLC,2006,2004,eng,1421505754,9781421505756,Paperback,208,57200,estimated_from_pages_275_words_per_page,4.15,16229,158,16275,160,8287,3854,2814,873,447,16275,fiction; romance; young_adult; comics_graphic,to-read:6801; manga:1220; favorites:83; currently-reading:45; romance:43; graphic-novels:31; young-adult:30; mangas:27; read-manga:26; comics:26; manga-read:23; shoujo:21; owned:19; comedy:17; manga-manhwa:17; comic:17; series:16; anime:14; beauty-pop:12; shojo:12,"In Kiri's school there are 3 boys who carry out transformations on random pretty girls; Narumi Shougo, the hairstylist, Minami Kei, the nail artist and Ochiai Kazuhiko who balances the overall look. They are adored by the girls because they are so good at making them beautiful. However, Kiri is also a master hairstylist who is willing to 'add some magic' for those who need it, but in disguise. Now Kiri is forced to face the three in a showdown with Narumi.",https://www.goodreads.com/book/show/1003761.Beauty_Pop_Vol_1,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
100464,429198,"Dragon Rider (Dragon Rider, #1)",Drachenreiter,Cornelia Funke,15873,Chicken House,2005,1997,eng,190444248X,9781904442486,Paperback,527,144925,estimated_from_pages_275_words_per_page,3.94,61446,1579,65873,2078,23477,21280,16094,3947,1075,65873,fiction; fantasy; science_fiction; young_adult; children; classics,to-read:8102; fantasy:1839; currently-reading:502; dragons:485; favorites:471; young-adult:352; books-i-own:267; fiction:237; owned:222; adventure:207; childrens:205; children:180; childhood:124; ya:124; children-s:117; middle-grade:102; default:95; cornelia-funke:89; magic:88; children-s-books:86,"With lonely Ben aboard, brave dragon Firedrake seeks mythical place where silver dragons can live in peace. Over moonlit lands and sparkling seas, they meet fantastic creatures, summon up surprising courage - and cross a ruthless villain with an ancient grudge determined to end their quest. Only a secret destiny can save the dragons and bring them the true meaning of home.",https://www.goodreads.com/book/show/100464.Dragon_Rider,https://images.gr-assets.com/books/1328004947m/100464.jpg
10047589,14943502,Girls in White Dresses,Girls in White Dresses,Jennifer Close,4540172,Knopf,2011,2011,eng,0307596850,9780307596857,Hardcover,294,80850,estimated_from_pages_275_words_per_page,3.12,25191,2775,27892,2985,3478,6727,9765,5529,2393,27892,fiction; romance,to-read:24405; currently-reading:642; fiction:334; chick-lit:321; favorites:86; book-club:74; adult-fiction:60; contemporary:56; adult:54; library:52; romance:51; kindle:40; books-i-own:38; chicklit:38; audiobooks:37; read-in-2012:36; audio:35; contemporary-fiction:35; humor:31; read-in-2013:27,"Wickedly hilarious and utterly recognizable, Girls in White Dresses tells the story of three women grappling with heartbreak and career change, family pressure and new love—all while suffering through an endless round of weddings and bridal showers. Isabella, Mary, and Lauren feel like everyone they know is getting married. On Sunday after Sunday, at bridal shower after bridal shower, they coo over toasters, collect ribbons and wrapping paper, eat minuscule sandwiches and doll-sized cakes. They wear pastel dresses and drink champagne by the case, but amid the celebration these women have their own lives to contend with: Isabella is working at a mailing-list company, dizzy with the mixed signals of a boss who claims she’s on a diet but has Isabella file all morning if she forgets to bring her a chocolate muffin. Mary thinks she might cry with happiness when she finally meets a nice guy who loves his mother, only to realize he’ll never love Mary quite as much. And Lauren, a waitress at a Midtown bar, swears up and down she won’t fall for the sleazy bartender—a promise that his dirty blond curls and perfect vodka sodas make hard to keep. With a wry sense of humor, Jennifer Close brings us through those thrilling, bewildering, what-on-earth-am-I-going-to-do-with-my-life years of early adulthood. These are the years when everyone else seems to have a plan, a great job, and an appropriate boyfriend, while Isabella has a blind date with a gay man, Mary has a crush on her boss, and Lauren has a goldfish named Willard. Through boozy family holidays and disastrous ski vacations, relationships lost to politics and relationships found in pet stores, Girls in White Dresses pulls us deep inside the circle of these friends, perfectly capturing the wild frustrations and soaring joys of modern life.",https://www.goodreads.com/book/show/10047589-girls-in-white-dresses,https://images.gr-assets.com/books/1320442277m/10047589.jpg
100476,2769926,"The Sea of Trolls (Sea of Trolls, #1)",The Sea of Trolls,Nancy Farmer,8360,Atheneum Books for Young Readers,2006,2004,eng,0689867468,9780689867460,Paperback,459,126225,estimated_from_pages_275_words_per_page,4.0,12073,847,12960,957,4572,4827,2730,599,232,12960,fiction; fantasy; science_fiction; young_adult; children; history_biography,to-read:7303; fantasy:769; young-adult:278; currently-reading:237; favorites:149; mythology:118; ya:112; adventure:102; fiction:100; historical-fiction:97; owned:67; series:61; books-i-own:53; middle-grade:48; historical:42; children-s:39; childrens:38; ya-fantasy:37; magic:35; children:34,"Jack was 11 when berserkers loomed out of the fog and nabbed him. Now in 793 AD, Jack and his little sister Lucy are enslaved by Olaf One-Brow, and his fierce young shipmate Thorgil. Alongside the crow ""Bold Heart"", they learn to ""Just say no to pillaging.""",https://www.goodreads.com/book/show/100476.The_Sea_of_Trolls,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
10049436,14945405,The Single Girl's To-Do List,The Single Girl's To-Do List,Lindsey Kelk,2824597,,,2011,eng,0007345631,9780007345632,,335,92125,estimated_from_pages_275_words_per_page,3.94,9836,404,10589,481,3756,3498,2522,603,210,10589,fiction; romance; young_adult,to-read:1633; chick-lit:244; currently-reading:135; romance:110; favorites:58; contemporary:54; chicklit:46; books-i-own:39; fiction:37; romantic-comedy:25; lindsey-kelk:25; adult:23; ebook:22; funny:21; humor:21; to-buy:21; kindle:19; ebooks:18; owned:17; contemporary-romance:16,"A hilarious and romantic standalone novel from the bestselling author of the I Heart series Rachel Summers loves a to-do list: • Boyfriend • Flat • Great job NOT on the list: • Being dumped Best friends Emelie and Matthew ride to her rescue with an entirely new kind of list – The Single Girl’s To-Do List. Rachel doesn’t know it, but it will take her on all kinds of wild adventures – and get her in some romantic pickles too. And then it won't be a case of what but who she decides to tick off… • Mr. bendy yoga instructor • Mr. teenage sweetheart • Mr. persistent ex • Mr. deeply unsuitable The Single Girl’s To-Do List gives Rachel the perfect heartbreak cure – and proves love is out there if you’re willing to take a chance.",https://www.goodreads.com/book/show/10049436-the-single-girl-s-to-do-list,https://images.gr-assets.com/books/1327955203m/10049436.jpg
1005,1199320,Think and Grow Rich: The Landmark Bestseller - Now Revised and Updated for the 21st Century,Think and Grow Rich,Napoleon Hill,399,,,1937,eng,1585424331,9781585424337,,,,,4.17,87458,2186,117620,3274,57558,33384,18437,5474,2767,117620,fiction; history_biography; classics; nonfiction,to-read:816; personal-development:376; finance:279; currently-reading:234; nonfiction:153; self-development:147; self-help:101; success:101; business:99; favorites:82; personal-growth:82; books-i-own:81; personal-finance:77; motivational:75; classics:70; to-buy:69; business-books:67; entrepreneurship:66; leadership:66; default:64,"Think and Grow Rich has been called the ""Granddaddy of All Motivational Literature."" It was the first book to boldly ask, ""What makes a winner?"" The man who asked and listened for the answer, Napoleon Hill, is now counted in the top ranks of the world's winners himself.The most famous of all teachers of success spent ""a fortune and the better part of a lifetime of effort"" to produce the ""Law of Success"" philosophy that forms the basis of his books and that is so powerfully summarized in this one. In the original Think and Grow Rich , published in 1937, Hill draws on stories of Andrew Carnegie, Thomas Edison, Henry Ford, and other millionaires of his generation to illustrate his principles. In the updated version, Arthur R. Pell, Ph.D., a nationally known author, lecturer, and consultant in human resources management and an expert in applying Hill's thought, deftly interweaves anecdotes of how contemporary millionaires and billionaires, such as Bill Gates, Mary Kay Ash, Dave Thomas, and Sir John Templeton, achieved their wealth. Outmoded or arcane terminology and examples are faithfully refreshed to preclude any stumbling blocks to a new generation of readers.",https://www.goodreads.com/book/show/1005.Think_and_Grow_Rich,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
