book_id_csv,book_id
530,7061
531,7244
534,6732019
535,781787
536,2767052
540,4264
542,6419887
544,2296567
545,6411961
547,5129
550,77431
552,242472
553,24280
554,95420
555,7661
556,6326920
557,54499
561,17780
563,3760
564,3757
565,3759
566,3764
567,15769
569,30597
570,393199
572,6065215
573,6150530
574,77427
575,328854
576,4912857
577,28876
578,47212
582,33600
583,84699
586,48855
588,41804
591,178788
597,16690
598,1232
605,540020
608,77430
609,2213661
610,9854
611,762806
613,136251
614,11275
616,9742
617,78508
619,3228917
620,2054761
621,168642
622,256566
624,76865
627,3109
634,76620
636,1713426
637,472331
638,43944
640,7493
643,514313
646,34497
648,2118114
649,347610
651,38315
660,760110
661,513207
665,216443
666,2845024
668,18512
669,15241
670,34
671,18490
675,8695
677,11
678,24815
679,24818
680,59715
681,24816
683,10883
684,14497
689,77566
691,469571
692,6867
695,361459
697,228560
698,69242
700,10365
702,5548
703,18122
704,119324
706,119322
707,1953
708,10639
710,12467
711,33507
713,125404
714,141565
715,368593
716,7082
718,21704
719,52357
723,760025
724,61329
737,128029
739,960
740,77013
741,37415
742,295
743,7679
745,7682
746,19668
747,19675
748,34993
749,32669
750,32682
753,155981
756,1319
757,24128
758,1622
759,18135
761,350
762,22328
763,97782
764,42407
767,2623
768,5759
772,5907
773,12296
774,668
776,823
784,18646
785,455373
786,2657
787,6310
790,4981
791,12067
792,4865
797,13148
803,256008
804,98233
807,17214
810,11125
817,41716
821,5470
825,38296
826,32349
827,13103
828,30119
833,32542
834,5358
837,18131
839,7624
842,19687
843,19707
844,5720
845,19691
846,19543
847,19494
848,4395
849,7745
853,890
855,2052
856,320
858,4671
859,1898
860,7190
861,5544
862,5107
864,10959
870,8650
871,7672
872,7668
874,7667
875,8648
876,7967
878,771
879,7126
880,3758
882,3876
884,2203
886,5559
890,4099
891,3750
892,2956
896,3559
897,3388
898,662
899,1202
900,3368
901,2748
903,122
904,647
906,2493
907,2615
909,2612
915,2265
916,1067
919,2122
920,816
921,1633
924,865
927,840
929,830
932,117
933,112
935,106
936,105
938,6
939,2
940,50
941,5
943,3
944,1
946,30
947,21
950,30868
951,6259
959,26116430
962,49465
964,12936
965,13481275
966,17333237
968,15881
992,518848
993,37442
994,16793
995,9460487
996,13496
997,100915
998,113436
999,38447
1000,41865
1001,337113
1002,10210
1003,930
1004,7937843
1005,556602
1006,5171
1007,4667024
1008,32234
1009,10441
1010,1618
1011,12232938
1012,1885
1013,77203
1014,3562
1015,3008
1016,78411
1017,2839
1018,334643
1019,47624
1020,9673436
1021,91249
1022,233722
1023,116494
1024,160629
1025,356321
1026,91248
1027,37741
1028,475339
1029,77767
1030,900065
1031,858719
1032,921651
1033,857448
1034,581409
1035,505304
1036,858513
1037,125507
1038,44186
1039,767680
1040,91253
1041,24178
1042,3474186
1043,402014
1044,452306
1045,7763
1046,9328
1047,47401
1048,6952
1049,8573020
1050,137791
1051,228333
1052,6063187
1053,227443
1054,103902
1055,926908
1056,24096
1057,91760
1058,395233
1059,120253
1060,11101772
1061,227570
1062,381102
1063,87640
1064,627206
1065,2865
1066,3086160
1069,17262100
1070,3153910
1072,2187
1074,6948436
1075,8366402
1076,70509
1077,5439
1079,693208
1080,126232
1081,13526026
1084,7093952
1086,9736930
1087,2255
1088,1812457
1090,3015764
1095,4473
1096,4989
1097,2967752
1107,43015
1110,18723
1112,14935
1115,15096
1116,49041
1117,1162543
1119,94669
1120,16235
1121,5826
1123,6185
1125,252577
1126,337615
1129,80566
1130,77163
1133,51114
1134,51113
1135,9503
1136,690866
1137,12555
1139,16948
1141,24724
1143,334176
1153,190115
1154,832543
1155,1427
1157,41193
1159,227571
1163,15904
1164,7035
1165,7036
1166,7058
1167,78433
1168,3805
1183,269746
1186,480479
1188,4407
1189,29
1190,16213
1191,25460
1192,8600
1193,242006
1194,4138
1196,1842
1197,9712
1198,6976
1199,2152
1200,10917
1201,1934
1202,4137
1203,968
1204,3867
1205,1103
1206,14866
1207,49436
1208,6708
1209,235773
1210,19501
1211,43641
1212,37435
1216,12967
1217,4929
1218,4214
1221,11127
1222,33917
1226,14050
1228,15801668
1231,11250053
1233,22628
1234,32075671
1235,29340182
1241,23513349
1242,6469165
1248,23278537
1250,28214365
1251,28449257
1256,68099
1259,17345258
1260,6398634
1262,27071490
1264,297673
1266,736376
1267,25852784
1269,28390369
1271,28763485
1272,30555488
1273,22822858
1275,28815371
1278,24388326
1280,3367956
1282,23492673
1283,16143347
1284,27406704
1289,23604559
1290,11107244
1292,1491906
1294,629
1295,27070127
1296,95186
1297,22749750
1299,25733983
1300,18594409
1302,25664459
1304,25817162
1305,179264
1307,126609
1309,169756
1310,13586707
1312,19486412
1313,15507958
1316,17267
1320,24612118
1321,13642929
1323,6178648
1324,11529868
1325,23848559
1326,25489625
1329,18635113
1330,18467802
1334,15811545
1336,13641208
1339,22738563
1340,43369
1341,6260997
1342,11206
1345,13152287
1347,20910157
1348,16085517
1350,659388
1352,15796700
1354,9572203
1356,18144053
1358,32145
1359,16176440
1363,8086216
1366,18693763
1367,21412360
1368,18143977
1369,18528190
1370,15783514
1371,22232
1372,18316089
1373,4806
1375,9902804
1376,18813642
1377,14280
1381,15852479
1386,7260188
1387,6148028
1389,6457081
1391,6314763
1393,4952
1396,31491
1398,6282334
1400,9160695
1401,6366437
1402,19063
1404,7362158
1405,15823480
1408,2728527
1411,4953
1412,11666
1413,47076
1414,898885
1415,47304
1417,38412
1419,18943
1420,9516
1421,16249
1423,14891
1426,1858013
1430,18079776
1433,8537327
1434,52529
1435,7331435
1436,60931
1439,89763
1441,4957350
1444,6193821
1446,144977
1448,15790842
1449,14568987
1450,13158800
1452,237320
1455,33512
1456,38709
1457,11594337
1458,5310515
1459,11737313
1460,13262061
1461,5941033
1464,16158542
1465,8683812
1467,9303
1468,4965
1469,8706185
1470,6578507
1471,8442457
1472,98048
1473,11870085
1477,6792458
1478,11566956
1479,13152998
1480,3181953
1482,12968662
1483,13602426
1487,11488123
1488,81227
1490,12535
1494,6493208
1495,14249
1496,10032672
1499,30226723
1502,25614492
1504,23437156
1505,24529123
1506,26114135
1507,27276262
1508,18774964
1509,29639736
1510,177515
1511,28187230
1512,23209927
1513,11367726
1514,26247008
1516,5166
1518,25781157
1519,25837341
1523,25644601
1524,13536860
1525,11857408
1526,10818853
1527,20758175
1531,8519822
1532,8458018
1533,6693332
1534,4588949
1535,2402971
1536,17402605
1537,13262783
1539,18816603
1540,24120519
1541,22501028
1542,23174274
1543,24817626
1544,24228353
1546,21853621
1547,23899174
1548,17802747
1549,13281368
1550,25104491
1552,17572903
1553,14061957
1554,14061955
1555,10964
1556,18465657
1557,2761356
1558,21936809
1559,17851885
1560,20819685
1561,19103097
1562,11100431
1563,5886881
1564,10790277
1567,13324841
1568,12930
1570,18428067
1571,10194157
1572,99561
1573,10790290
1574,3636
1575,13642950
1576,386187
1577,16054217
1578,14201
1581,16171291
1588,6690798
1590,7864437
1591,7631105
1594,6186357
1595,18819296
1596,17802724
1597,16181775
1598,15776904
1599,21996
1601,15818107
1602,9361589
1603,18710190
1604,11735983
1605,13335037
1606,7604
1608,6837103
1609,13438524
1610,10776592
1611,256683
1613,11559200
1614,8667848
1616,6218281
1620,6115138
1621,13497818
1622,12758317
1624,12360050
1625,9496240
1626,10964693
1627,6892870
1628,5060378
1631,50833
1632,32071
1633,250729
1638,20454076
1639,17332969
1673,22299763
1676,25454883
1677,24422492
1678,24378015
1693,25005214
1694,23746004
1713,21569527
1714,66559
1717,25526965
1718,22453035
1743,11410430
1783,22895264
1786,22489107
1796,21418013
1812,13056511
1819,17234658
1822,18367581
1827,17331828
1843,20174424
1846,20958632
1857,18892134
1859,18668485
1870,22054340
1911,18163646
1944,17901125
1957,19346451
1958,18966806
1959,18966819
2015,13521399
2049,18966322
2057,17378527
2103,10897866
2114,12908877
2116,18209468
2119,17192373
2121,18089975
2123,17978144
2127,15776309
2141,16279856
2143,22020052
2156,21457243
2157,15711341
2158,17563080
2163,21411887
2164,18053782
2208,18071296
2212,17948485
2214,21849362
2239,21473305
2244,18602341
2259,6609758
2287,16068780
2295,16429619
2321,18593175
2341,5996209
2342,2754510
2344,6916963
2345,5148720
2346,2977487
2347,1316617
2348,235718
2358,17334079
2369,18243700
2402,28260587
2403,18006496
2407,18007535
2433,20613920
2495,18666047
2510,18222699
2512,23766634
2513,17927395
2519,21943246
2520,16070143
2536,7906105
2557,8475505
2565,18693621
2566,18076876
2575,20443207
2576,20443235
2577,16069030
2583,13111733
2584,5091
2585,5093
2586,4978
2587,12341557
2588,5096
2589,34084
2590,5094
2591,20509356
2609,25776210
2610,17562900
2611,13413589
2612,8087906
2613,6587387
2614,3128411
2615,1412138
2616,285205
2617,71811
2657,18775203
2752,18468559
2776,17449197
2785,18079804
2787,20613470
2805,18053060
2806,17950614
2822,18170039
2824,17378508
2861,12291438
2867,15839984
2917,10429025
2953,18528454
2956,17800786
2957,17231976
3042,17455815
3043,17455585
3051,17443673
3052,18301124
3054,4922079
3104,11556960
3110,15777621
3140,5618698
3142,16074758
3175,172764
3304,13138635
3309,13574417
3314,13568619
3350,12924253
3351,9297774
3352,11864728
3353,11765920
3354,7896345
3516,10439703
3517,7778609
3518,5776788
3558,15704486
3559,15704459
3561,9014
3601,10805160
3602,1914973
3603,237209
3615,18331807
3639,16130549
3640,11588
3641,15062217
3652,15729539
3655,11366397
3662,11337912
3663,12988089
3681,30334
3701,17876897
3702,17876893
3706,17860199
3720,17267122
3721,17158596
3748,9917998
3750,7157310
3757,6605625
3776,17262203
3777,46756
3778,6080337
3811,8113940
3871,4800764
3873,1333030
3874,12951824
3875,12099007
3876,10305231
3906,23225
3907,93724
3908,23224
3910,199785
3911,199786
3912,187811
3926,9266793
3927,8428069
3942,18211536
3948,13522957
3963,675614
3974,15858248
3982,8720917
4106,3389671
4111,15791403
4117,11387392
4176,13431827
4275,16704759
4276,16174197
4320,9858714
4358,18080923
4361,18080920
4362,13069935
4370,17607848
4388,17181905
4389,18191814
4391,18813530
4393,17925397
4394,17733861
4395,17255435
4460,7818881
4461,6681333
4462,6178065
4463,2272813
4464,530848
4465,6953500
4467,127459
4468,51428
4469,3682
4472,359410
4473,317282
4477,1656001
4495,2866413
4496,500743
4497,213647
4504,4107256
4506,862350
4507,1541884
4508,11915
4509,125925
4510,11919
4511,125926
4512,11922
4513,11918
4583,2696181
4598,8100979
4599,6659254
4600,5585788
4612,283494
4613,266607
4614,46777
4680,15793231
4689,12989112
4719,6351939
4720,6080889
4722,7059135
4728,1966969
4729,46202
4731,60510
4734,12027429
4735,10445208
4742,3064985
4747,8069828
4748,6342491
4749,7801229
4750,9409469
4751,9918083
4752,6050678
4753,7826116
4761,8811139
4762,8811134
4763,6686101
4764,6686092
4765,5047880
4766,2536134
4767,4374400
4768,8492825
4807,13042154
4841,6421588
4842,6619499
4843,2722413
4844,3054684
4865,13597723
4889,17407233
4904,10433900
4911,6344534
4952,8573642
4980,10970532
4983,17831619
4984,17831614
4985,17831617
4986,16117506
4987,17831616
4988,16102004
4990,7728889
5016,17977710
5034,19501672
5035,17860217
5057,16122034
5060,16081754
5085,7124101
5089,1902241
5097,9975679
5147,16150996
5148,16070018
5149,12368985
5157,7991200
5158,9553503
5163,17342700
5165,16000044
5166,12954620
5186,12753231
5189,13406425
5191,17165932
5192,13326831
5210,7159016
5211,2998814
5235,13206900
5236,13206828
5238,13206760
5239,11235712
5242,10866624
5252,14060046
5256,15768536
5275,9644151
5280,17302495
5281,15990969
5285,15832316
5286,16090981
5287,13312527
5289,12677913
5290,7849341
5291,9662386
5292,9284655
5294,15784909
5295,17835766
5301,13638125
5317,14288998
5343,12743472
5344,125963
5345,456028
5347,125955
5348,125956
5349,4789801
5357,13837
5358,13830
5359,13835
5360,13831
5362,12067972
5363,11262424
5365,17331518
5375,13517455
5377,13514612
5380,15743075
5383,592089
5385,10959277
5386,2880715
5389,3392089
5391,12983100
5394,6393972
5411,493456
5412,24768
5413,24765
5415,186103
5422,16096824
5435,17340050
5436,15717943
5437,13496084
5456,7824322
5463,4502507
5464,4837112
5465,2120932
5466,561456
5467,28186
5492,15835685
5493,15757434
5494,16096514
5497,12792658
5502,16117182
5503,16116760
5505,13376
5523,11806716
5525,8429687
5526,7094569
5537,6368611
5538,6368610
5543,2321296
5545,305234
5546,5152561
5547,10165727
5550,4932435
5560,86737
5584,10626594
5590,17558817
5598,15717721
5602,6600807
5603,8835897
5604,6371117
5618,477338
5630,162086
5644,12680907
5645,6137154
5667,12390650
5668,12458287
5670,15742039
5671,11227040
5672,11227041
5673,12958487
5674,13412515
5675,13448656
5676,12299419
5677,12881141
5678,15752757
5679,13184992
5680,13065142
5681,11227043
5682,9799572
5683,6538757
5684,7405450
5685,10813469
5689,11665750
5690,10813480
5691,13628209
5708,7862725
5709,17233800
5710,13561164
5712,10194514
5720,3678651
5731,16029994
5734,16071767
5735,12922320
5737,9635495
5738,7093222
5739,2199587
5740,21717
5741,5764902
5745,9166877
5757,6587879
5765,12760903
5766,11714997
5767,11051889
5770,16299
5781,7614747
5785,6933152
5786,6611038
5790,2493973
5791,207034
5792,3467
5793,307791
5795,10518110
5796,7954556
5797,10357792
5799,6871617
5800,3570231
5801,5604848
5802,2168860
5803,1421990
5813,9542259
5814,7828882
5815,6289920
5829,16148938
5832,13603717
5833,13178410
5834,12287209
5835,8428195
5851,4070493
5852,17166702
5863,5510384
5864,2241059
5865,7171876
5866,270807
5867,270804
5868,270730
5879,10836728
5884,10169662
5888,9415951
5899,6122735
5900,3754026
5901,3754016
5902,10843036
5903,3227063
5905,7507908
5914,7766027
5916,17317675
5917,16099159
5918,17411703
5919,15799166
5921,16001893
5922,16093188
5923,10596724
5955,15981894
5959,8951449
5962,8564935
5976,2986865
5977,7992995
5978,16150831
5979,16150830
5987,12637490
5995,13369678
5996,12900174
6001,11784281
6008,17314430
6033,7775611
6035,6424184
6036,5941233
6058,11237412
6060,8288246
6061,6087756
6064,7831742
6066,6380822
6081,17449417
6082,17337562
6083,17333880
6084,17029526
6085,16070903
6087,16718083
6088,16113791
6089,7715664
6091,6660747
6092,4701550
6093,4497978
6094,2679633
6104,12663646
6114,7234828
6125,11431896
6126,10816908
6127,10429092
6130,7849034
6131,12995284
6132,9462795
6138,7948945
6139,16061295
6141,9565045
6144,8788554
6145,15813668
6148,11544466
6156,9578590
6158,7747263
6159,7817785
6161,6267237
6162,2753843
6163,106085
6164,872333
6167,12755792
6170,9395215
6171,7198988
6172,7739934
6173,6134826
6174,3975774
6175,6581511
6179,12444298
6180,12444297
6181,12444166
6182,6050298
6183,7304203
6184,2702704
6185,344262
6186,112750
6191,7540092
6192,6043849
6194,2118745
6195,11178225
6204,16131489
6205,16131484
6206,16101128
6216,13618440
6224,10661081
6225,8718952
6226,6339989
6227,6479259
6228,5996153
6229,2802316
6230,2282133
6250,10874177
6251,15723286
6252,16136959
6253,16139641
6254,16134782
6255,16033902
6256,16033906
6257,16033909
6259,11988046
6260,4447622
6261,6319978
6262,7060582
6263,9581001
6264,9815702
6270,13531832
6272,10778410
6273,7646805
6274,6387565
6284,8677937
6285,6696602
6292,6468666
6294,2800905
6295,5391115
6309,10586539
6338,14290364
6339,17235347
6349,12507214
6350,9378297
6353,10799881
6355,9397967
6356,147915
6358,17345242
6360,10664113
6361,13497
6362,768889
6376,16055475
6377,15717876
6378,17255265
6379,16140036
6395,15852756
6396,16001443
6397,16122643
6398,42899
6399,35729
6400,42900
6401,42898
6402,304027
6403,1240662
6404,5153799
6405,7046495
6406,8492319
6407,5098079
6408,10993282
6409,13570854
6410,13372690
6412,16056408
6413,16247792
6414,10140661
6415,13639050
6416,12389310
6418,13638570
6419,13454149
6420,11561469
6421,12812550
6422,12875258
6424,11551045
6425,9915707
6436,9565574
6437,7823038
6446,13600318
6447,15842441
6448,13517535
6451,15745950
6452,11505797
6455,9680114
6456,12522507
6457,9436632
6458,6448470
6460,15820492
6461,10576365
6464,3657138
6465,7124095
6466,1661957
6471,7285498
6475,10929432
6477,13414446
6478,8709528
6479,8709524
6480,9833184
6481,8709526
6482,8709523
6490,10859509
6508,12880428
6522,12558285
6525,5056084
6526,6801582
6527,12846479
6528,6918909
6532,9526658
6533,9376345
6534,10549501
6535,7091713
6536,6289938
6537,7600922
6538,5212771
6539,3558003
6540,2295829
6541,27266
6542,544257
6543,261122
6544,15745371
6545,13416236
6546,8705784
6547,12866426
6548,10800916
6554,8635145
6567,13489518
6568,13070346
6569,11947156
6570,13363270
6578,13170596
6579,12476820
6597,8534899
6608,13502970
6610,13502963
6611,13281637
6612,12925063
6613,13573795
6616,13223520
6620,9439989
6622,10421530
6627,2820533
6629,7827221
6631,6261522
6637,10677277
6638,10215349
6639,13581990
6645,9680718
6646,9761778
6647,9761771
6648,13605727
6649,9897164
6650,13605723
6653,12157365
6672,8843801
6677,12977172
6678,10401084
6681,16175040
6682,13450339
6685,15820748
6688,12614410
6689,16007855
6690,15768191
6691,11808950
6698,6344423
6699,15731779
6700,13596809
6701,13572249
6715,10345937
6716,8235178
6717,10345927
6721,15059301
6726,11861062
6728,10757833
6729,7930335
6730,7842288
6731,11568316
6737,16282066
6738,12706435
6740,13519844
6741,12667194
6744,13623150
6754,7879278
6757,6905534
6758,13417946
6759,11532160
6760,9712492
6761,9064899
6762,8581936
6763,7719245
6766,6457229
6772,8575295
6773,8349348
6774,8046350
6775,8177526
6783,11946245
6784,7201913
6785,6431790
6786,3393124
6787,1829709
6788,13139
6789,33676
6792,15768409
6800,13644055
6801,13644052
6802,13362536
6803,13047090
6804,13183957
6805,12578077
6806,12647642
6807,8204005
6808,15861491
6809,12971616
6810,8659601
6816,544891
6818,9659607
6819,8685612
6821,7747064
6822,8070049
6830,2325825
6831,28195
6832,28194
6835,7129598
6837,4499214
6838,332775
6839,9917945
6840,270805
6847,16096873
6848,16136599
6849,7933615
6850,7933617
6851,8652190
6852,6917952
6853,6262365
6854,4134071
6855,2866718
6856,1326258
6857,676924
6858,9182478
6863,9943270
6865,9565548
6866,11454587
6867,8428064
6868,5287473
6882,8074967
6883,7307503
6884,6582637
6886,3819326
6905,6006518
6909,8130839
6910,7263429
6912,7402393
6914,6527740
6915,8709527
6917,10025305
6927,793399
6955,11602
6956,11570
6957,472343
6958,10589
6959,6320534
6960,10614
6961,8535273
6962,6555517
6963,3432478
6965,7747374
6969,8490112
6970,24770
6971,6644117
6973,13152
6974,30183
6979,10324808
6982,9681214
6987,2169506
6989,7171637
6990,213753
6995,6420846
6996,10637748
7000,3236307
7001,9917938
7002,688191
7005,764347
7006,11500217
7008,28187
7009,7137327
7010,345627
7017,13545075
7018,10193062
7019,11300302
7027,11201007
7043,12513614
7047,8755785
7048,6752378
7049,3777732
7050,1582996
7051,8755776
7057,7896527
7061,13615258
7071,9275658
7087,17934530
7088,341879
7089,4980
7093,20575425
7099,10357575
7103,16002136
7104,17277800
7105,19358975
7106,17131869
7107,29044
7108,349090
7109,19380
7110,7733
7111,59924
7112,22325
7115,18545
7116,16131077
7117,2744
7120,6149
7123,16142053
7124,13330771
7129,23754
7133,47697
7134,2113260
7135,4381
7136,16790
7138,64666
7139,63697
7141,156534
7143,223380
7145,37526
7146,9265453
7147,4703581
7148,13055592
7150,13651
7152,29801
7153,6150
7154,16788
7161,231804
7166,22609310
7168,1282954
7169,92303
7170,5297
7173,7445
7176,10799
7178,80568
7180,3466
7189,18594634
7195,20821614
7197,18302455
7198,15797938
7200,20698530
7201,85418
7202,43930
7203,22571540
7204,43933
7205,28815474
7208,26893819
7210,26200563
7211,29405093
7212,29056083
7213,29868610
7215,23223
7216,93723
7217,93722
7219,29437949
7220,15931
7221,10335308
7222,11614718
7225,5203
7226,659622
7227,659612
7228,226706
7229,226709
7230,43448
7231,6472246
7232,40173
7233,16130307
7235,10047589
7236,15815333
7237,6482837
7238,18373
7239,168668
7240,84981
7241,47281
7246,12982393
7248,13528417
7249,13227454
7273,47701
7275,47720
7276,25104
7277,25103
7278,71252
7279,25106
7280,25102
7281,25101
7282,25100
7283,25099
7284,17061
7296,30919
7297,30933
7298,251688
7299,485894
7300,6514
7301,51496
7308,29034
7311,294951
7315,205476
7316,5517
7317,37793
7318,92517
7319,17250
7320,2696
7321,5296
7322,42607
7323,12220
7325,70401
7329,31122
7332,10975
7333,234225
7335,31250
7336,5797
7337,50398
7338,30118
7339,12873
7340,16331
7341,301082
7342,535441
7343,3684856
7344,144974
7346,33454
7347,21324
7348,21787
7349,28881
7350,706
7351,1617
7352,392297
7354,133765
7355,106069
7356,59716
7357,25807
7358,2050
7359,29999
7360,1848444
7361,102868
7363,56616
7364,30005
7365,28877
7366,94510
7367,59952
7368,59978
7369,23529
7370,2147714
7371,29800
7372,107007
7373,419103
7374,96358
7375,25105
7376,138398
7377,21328
7378,21326
7379,59980
7380,297627
7381,5805
7382,45032
7383,373755
7384,331319
7385,10979
7386,46170
7387,8852
7388,12938
7389,23919
7390,17245
7391,1420
7392,1625
7393,2156
7394,12996
7395,47021
7396,6969
7397,12985
7398,31463
7401,179142
7402,12083
7403,14940
7404,72159
7405,7714
7406,13
7407,426025
7408,157076
7409,89723
7410,373925
7414,185012
7415,92254
7417,251446
7418,150720
7419,1554
7420,391729
7421,12957
7424,531262
7425,11376
7426,3102
7427,53835
7428,3087
7429,6295
7430,412732
7431,332613
7432,18405
7433,156538
7435,26245850
7436,18584855
7452,25494343
7456,8100267
7457,375802
7460,9593913
7461,8525590
7464,17167166
7465,4268157
7466,26074181
7467,22918050
7469,16248068
7473,9593911
7474,13188676
7475,13104080
7476,10507293
7478,8803932
7479,8487363
7483,9413044
7485,7476122
7486,6763961
7487,7740152
7490,10429045
7491,1217100
7492,6304335
7499,6068551
7502,16081272
7504,12751687
7505,10637766
7506,7791997
7507,13049981
7508,11563110
7509,6315602
7510,6339664
7511,7488244
7517,7735333
7518,6487308
7532,20578940
7573,268955
7574,26252859
7575,389627
7576,769483
7577,355917
7601,948526
7609,824734
7655,163363
7663,58728
7664,18111281
7672,315578
7673,375013
7680,206236
7681,23602561
7683,21086818
7684,401876
7685,3591262
7731,57736
7785,18775247
7798,63832
7806,561909
7813,3398625
7846,25422234
7883,452235
7884,5347
7885,1248179
7886,3613997
7887,5352
7888,5360
7889,5356
7890,13573236
7891,1110
7892,5354
7893,5351
7894,5350
7895,5348
7896,5349
7897,24192
7898,32499
7899,5359
7900,1205297
7902,5346
7904,29354916
7905,13154952
7906,25387351
7907,5345
7908,7933437
7909,20707959
7910,5355
7931,408615
7932,14318
7934,7099273
7935,24687
7936,7933292
7937,20821284
7938,42603
7939,7501962
7940,2199
7941,495395
7943,12691
7944,88061
7951,228630
7954,464260
7955,19547856
7956,5306
7959,37732
7961,5508
7962,905382
7963,769212
7964,5509
7967,46676
7968,18460392
7971,662597
7972,439288
7973,248704
7974,12391521
7976,13547180
7977,15622
7978,2547
7980,56495
7981,656
7984,2767
7985,5148
7986,92057
7987,12898
7988,4069
7990,37781
7991,11138
7992,11486
7993,1845
7994,9791
7995,1923820
7996,96647
7997,14362
7998,6442769
7999,5197
8000,16068905
8001,15745753
8010,20696006
8015,3206011
8022,11281852
8037,13214
8039,17888952
8040,1255781
8041,10929
8042,3431
8043,6900
8048,12072362
8049,6361871
8052,6332526
8057,95607
8058,2318271
8063,11600163
8064,9670094
8066,17455541
8070,5128
8074,18166936
8087,13353667
8091,943402
8093,539904
8095,11594257
8099,9628743
8102,11106458
8118,28802599
8120,17235026
8124,116563
8125,21412202
8128,10762469
8129,37426
8130,13507212
8135,8584686
8138,15858
8139,2137
8142,153747
8143,114230
8150,16256
8151,16255
8152,3103
8154,6381205
8172,21327
8173,158988
8174,21330
8175,21325
8176,21329
8177,167010
8181,7579
8183,5161
8199,19581
8208,805023
8215,357
8216,360
8217,365
8218,8698
8219,8694
8223,28940
8225,6407014
8226,760941
8227,595375
8231,165395
8250,153008
8258,9018370
8259,763429
8260,138399
8261,6488483
8262,6145711
8263,4714126
8264,138395
8265,7469664
8266,1085771
8267,138396
8268,30065
8269,1894269
8270,138397
8271,30069
8272,13490570
8273,3217221
8274,9674335
8275,43798
8276,31335
8277,43805
8278,119091
8279,31340
8280,31336
8281,43758
8282,43814
8283,11768
8284,4659
8285,4687
8286,26999
8287,27001
8288,27000
8311,202948
8312,112322
8313,31178
8314,77699
8323,24861
8324,50798
8325,28381
8326,12505
8349,104737
8358,251964
8376,6628
8377,85379
8378,13145
8379,6534
8380,40024
8381,12868761
8382,79790
8383,2145681
8384,227603
8385,1241
8386,32370
8387,15197
8388,61115
8389,6520
8390,3993839
8391,10611
8392,28676
8393,11901
8394,59219
8395,10619
8396,10625
8397,32692
8398,153025
8399,10628
8400,10365343
8401,11597
8402,11573
8403,107291
8405,5413
8406,455764
8407,219535
8408,6572
8409,293101
8410,10592
8411,18342
8412,58027
8413,1078
8414,101299
8418,106134
8419,6120349
8420,6465707
8421,30071
8422,51019
8423,7069
8424,23807
8425,149267
8426,52036
8427,7677
8429,91661
8430,11590
8431,43545
8432,29127
8433,43763
8434,249747
8435,30264
8436,33722
8437,10073
8438,6202342
8439,5187
8440,11899
8441,29059
8442,5176
8443,77554
8444,5205
8445,60792
8446,16735
8447,285092
8448,9301
8449,14748
8450,37470
8451,227711
8452,6839093
8454,25179
8455,10138607
8457,10822174
8458,7202841
8459,7870457
8460,1381
8461,15997
8462,10569
8463,10104
8464,15196
8580,23125266
8600,23346377
8611,25734248
8612,8909152
8645,24044596
8673,27883214
8692,32848471
8693,28016509
8703,77156
8724,33288638
8739,25293695
8756,25644437
8769,31194270
8771,29430013
8787,25937671
8801,18812405
8815,25883848
8842,30253700
